feature_accum_x,failure_rate
6824.0,0.0
200006824.0,0.0
400006824.0,0.0
600006824.0,0.0
800006824.0,0.0
1000006824.0,0.0
1200006824.0,0.0
1400006824.0,0.0
1600006824.0,0.0
1800006824.0,0.0
2000006824.0,0.0
2200006824.0,0.0
2400006824.0,0.0
2600006824.0,0.0
2800006824.0,0.0
3000006824.0,0.0
3200006824.0,0.0
3400006824.0,0.0
3600006824.0,0.0
3800006824.0,0.0
4000006824.0,0.0
4200006824.0,0.0
4400006824.0,0.0
4600006824.0,0.0
4800006824.0,0.0
5000006824.0,0.0
5200006824.0,0.0
5400006824.0,0.0
5600006824.0,0.0
5800006824.0,0.0
6000006824.0,0.0
6200006824.0,0.0
6400006824.0,0.0
6600006824.0,0.0
6800006824.0,0.0
7000006824.0,0.0
7200006824.0,0.0
7400006824.0,0.0
7600006824.0,0.0
7800006824.0,0.0
8000006824.0,0.0
8200006824.0,0.0
8400006824.0,0.0
8600006824.0,0.0
8800006824.0,0.0
9000006824.0,0.0
9200006824.0,0.0
9400006824.0,0.0
9600006824.0,0.0
9800006824.0,0.0
10000006824.0,0.0
10200006824.0,0.0
10400006824.0,0.0
10600006824.0,0.0
10800006824.0,0.0
11000006824.0,0.0
11200006824.0,0.0
11400006824.0,0.0
11600006824.0,0.0
11800006824.0,0.0
12000006824.0,0.0
12200006824.0,0.0
12400006824.0,0.0
12600006824.0,0.0
12800006824.0,0.0
13000006824.0,0.0
13200006824.0,0.0
13400006824.0,0.0
13600006824.0,0.0
13800006824.0,0.0
14000006824.0,0.0
14200006824.0,0.0
14400006824.0,0.0
14600006824.0,0.0
14800006824.0,0.0
15000006824.0,0.0
15200006824.0,0.0
15400006824.0,0.0
15600006824.0,0.0
15800006824.0,0.0
16000006824.0,0.0
16200006824.0,0.0
16400006824.0,0.0
16600006824.0,0.0
16800006824.0,0.0
17000006824.0,0.0
17200006824.0,0.0
17400006824.0,0.0
17600006824.0,0.0
17800006824.0,0.0
18000006824.0,0.0
18200006824.0,0.0
18400006824.0,0.0
18600006824.0,0.0
18800006824.0,0.0
19000006824.0,0.0
19200006824.0,0.0
19400006824.0,0.0
19600006824.0,0.0
19800006824.0,0.0
20000006824.0,0.0
20200006824.0,0.0
20400006824.0,0.0
20600006824.0,0.0
20800006824.0,0.0
21000006824.0,0.0
21200006824.0,0.0
21400006824.0,0.0
21600006824.0,0.0
21800006824.0,0.0
22000006824.0,0.0
22200006824.0,0.0
22400006824.0,0.0
22600006824.0,0.0
22800006824.0,0.0
23000006824.0,0.0
23200006824.0,0.0
23400006824.0,0.0
23600006824.0,0.0
23800006824.0,0.0
24000006824.0,0.0
24200006824.0,0.0
24400006824.0,0.0
24600006824.0,0.0
24800006824.0,0.0
25000006824.0,0.0
25200006824.0,0.0
25400006824.0,0.0
25600006824.0,0.0
25800006824.0,0.0
26000006824.0,0.0
26200006824.0,0.0
26400006824.0,0.0
26600006824.0,0.0
26800006824.0,0.0
27000006824.0,0.0
27200006824.0,0.0
27400006824.0,0.0
27600006824.0,0.0
27800006824.0,0.0
28000006824.0,0.0
28200006824.0,0.0
28400006824.0,0.0
28600006824.0,0.0
28800006824.0,0.0
29000006824.0,0.0
29200006824.0,0.0
29400006824.0,0.0
29600006824.0,0.0
29800006824.0,0.0
30000006824.0,0.0
30200006824.0,0.0
30400006824.0,0.0
30600006824.0,0.0
30800006824.0,0.0
31000006824.0,0.0
31200006824.0,0.0
31400006824.0,0.0
31600006824.0,0.0
31800006824.0,0.0
32000006824.0,0.0
32200006824.0,0.0
32400006824.0,0.0
32600006824.0,0.0
32800006824.0,0.0
33000006824.0,0.0
33200006824.0,0.0
33400006824.0,0.0
33600006824.0,0.0
33800006824.0,0.0
34000006824.0,0.0
34200006824.0,0.0
34400006824.0,0.0
34600006824.0,0.0
34800006824.0,0.0
35000006824.0,0.0
35200006824.0,0.0
35400006824.0,0.0
35600006824.0,0.0
35800006824.0,0.0
36000006824.0,0.0
36200006824.0,0.0
36400006824.0,0.0
36600006824.0,0.0
36800006824.0,0.0
37000006824.0,0.0
37200006824.0,0.0
37400006824.0,0.0
37600006824.0,0.0
37800006824.0,0.0
38000006824.0,0.0
38200006824.0,0.0
38400006824.0,0.0
38600006824.0,0.0
38800006824.0,0.0
39000006824.0,0.0
39200006824.0,0.0
39400006824.0,0.0
39600006824.0,0.0
39800006824.0,0.0
40000006824.0,0.0
40200006824.0,0.0
40400006824.0,0.0
