feature_accum_x,failure_rate
2112.0,0.0
200002112.0,0.0
400002112.0,0.0
600002112.0,0.0
800002112.0,0.0
1000002112.0,0.0
1200002112.0,0.0
1400002112.0,0.0
1600002112.0,0.0
1800002112.0,0.0
2000002112.0,0.0
2200002112.0,0.0
2400002112.0,0.0
2600002112.0,0.0
2800002112.0,0.0
3000002112.0,0.0
3200002112.0,0.0
3400002112.0,0.0
3600002112.0,0.0
3800002112.0,0.0
4000002112.0,0.0
4200002112.0,0.0
4400002112.0,0.0
4600002112.0,0.0
4800002112.0,0.0
5000002112.0,0.0
5200002112.0,0.0
5400002112.0,0.0
5600002112.0,0.0
5800002112.0,0.0
6000002112.0,0.0
6200002112.0,0.0
6400002112.0,0.0
6600002112.0,0.0
6800002112.0,0.0
7000002112.0,0.0
7200002112.0,0.0
7400002112.0,0.0
7600002112.0,0.0
7800002112.0,0.0
8000002112.0,0.0
8200002112.0,0.0
8400002112.0,0.0
8600002112.0,0.0
8800002112.0,0.0
9000002112.0,0.0
9200002112.0,0.0
9400002112.0,0.0
9600002112.0,0.0
9800002112.0,0.0
10000002112.0,0.0
10200002112.0,0.0
10400002112.0,0.0
10600002112.0,0.0
10800002112.0,0.0
11000002112.0,0.0
11200002112.0,0.0
11400002112.0,0.0
11600002112.0,0.0
11800002112.0,0.0
12000002112.0,0.0
12200002112.0,0.0
12400002112.0,0.0
12600002112.0,0.0
12800002112.0,0.0
13000002112.0,0.0
13200002112.0,0.0
13400002112.0,0.0
13600002112.0,0.0
13800002112.0,0.0
14000002112.0,0.0
14200002112.0,0.0
14400002112.0,0.0
14600002112.0,0.0
14800002112.0,0.0
15000002112.0,0.0
15200002112.0,0.0
15400002112.0,0.0
15600002112.0,0.0
15800002112.0,0.0
16000002112.0,0.0
16200002112.0,0.0
16400002112.0,0.0
16600002112.0,0.0
16800002112.0,0.0
17000002112.0,0.0
17200002112.0,0.0
17400002112.0,0.0
17600002112.0,0.0
17800002112.0,0.0
18000002112.0,0.0
18200002112.0,0.0
18400002112.0,0.0
18600002112.0,0.0
18800002112.0,0.0
19000002112.0,0.0
19200002112.0,0.0
19400002112.0,0.0
19600002112.0,0.0
19800002112.0,0.0
20000002112.0,0.0
20200002112.0,0.0
20400002112.0,0.0
20600002112.0,0.0
20800002112.0,0.0
21000002112.0,0.0
21200002112.0,0.0
21400002112.0,0.0
21600002112.0,0.0
21800002112.0,0.0
22000002112.0,0.0
22200002112.0,0.0
22400002112.0,0.0
22600002112.0,0.0
22800002112.0,0.0
23000002112.0,0.0
23200002112.0,0.0
23400002112.0,0.0
23600002112.0,0.0
23800002112.0,0.0
24000002112.0,0.0
24200002112.0,0.0
24400002112.0,0.0
24600002112.0,0.0
24800002112.0,0.0
25000002112.0,0.0
25200002112.0,0.0
25400002112.0,0.0
25600002112.0,0.0
25800002112.0,0.0
26000002112.0,0.0
26200002112.0,0.0
26400002112.0,0.0
26600002112.0,0.0
26800002112.0,0.0
27000002112.0,0.0
27200002112.0,0.0
27400002112.0,0.0
27600002112.0,0.0
27800002112.0,0.0
28000002112.0,0.0
28200002112.0,0.0
28400002112.0,0.0
28600002112.0,0.0
28800002112.0,0.0
29000002112.0,0.0
29200002112.0,0.0
29400002112.0,0.0
29600002112.0,0.0
29800002112.0,0.0
30000002112.0,0.0
30200002112.0,0.0
30400002112.0,0.0
30600002112.0,0.0
30800002112.0,0.0
31000002112.0,0.0
31200002112.0,0.0
31400002112.0,0.0
31600002112.0,0.0
31800002112.0,0.0
32000002112.0,0.0
32200002112.0,0.0
32400002112.0,0.0
32600002112.0,0.0
32800002112.0,0.0
33000002112.0,0.0
33200002112.0,0.0
33400002112.0,0.0
33600002112.0,0.0
33800002112.0,0.0
34000002112.0,0.0
34200002112.0,0.0
34400002112.0,0.0
34600002112.0,0.0
34800002112.0,0.0
35000002112.0,0.0
35200002112.0,0.0
35400002112.0,0.0
35600002112.0,0.0
35800002112.0,0.0
36000002112.0,0.0
36200002112.0,0.0
36400002112.0,0.0
36600002112.0,0.0
36800002112.0,0.0
37000002112.0,0.0
37200002112.0,0.0
37400002112.0,0.0
37600002112.0,0.0
37800002112.0,0.0
38000002112.0,0.0
38200002112.0,0.0
38400002112.0,0.0
38600002112.0,0.0
38800002112.0,0.0
