feature_accum_x,failure_rate
172880376526.0,0.0
173080376526.0,0.0
173280376526.0,0.0
173480376526.0,0.0
173680376526.0,0.0
173880376526.0,0.0
174080376526.0,0.0
174280376526.0,0.0
174480376526.0,0.0
174680376526.0,0.0
174880376526.0,0.0
175080376526.0,0.0
175280376526.0,0.0
175480376526.0,0.0
175680376526.0,0.0
175880376526.0,0.0
176080376526.0,0.0
176280376526.0,0.0
176480376526.0,0.0
176680376526.0,0.0
176880376526.0,0.0
177080376526.0,0.0
177280376526.0,0.0
177480376526.0,0.0
177680376526.0,0.0
177880376526.0,0.0
178080376526.0,0.0
178280376526.0,0.0
178480376526.0,0.0
178680376526.0,0.0
178880376526.0,0.0
179080376526.0,0.0
179280376526.0,0.0
179480376526.0,0.0
179680376526.0,0.0
179880376526.0,0.0
180080376526.0,0.0
180280376526.0,0.0
180480376526.0,0.0
180680376526.0,0.0
180880376526.0,0.0
181080376526.0,0.0
181280376526.0,0.0
181480376526.0,0.0
181680376526.0,0.0
181880376526.0,0.0
182080376526.0,0.0
182280376526.0,0.0
182480376526.0,0.0
182680376526.0,0.0
182880376526.0,0.0
183080376526.0,0.0
183280376526.0,0.0
183480376526.0,0.0
183680376526.0,0.0
183880376526.0,0.0
184080376526.0,0.0
184280376526.0,0.0
184480376526.0,0.0
184680376526.0,0.0
184880376526.0,0.0
185080376526.0,0.0
185280376526.0,0.0
185480376526.0,0.0
185680376526.0,0.0
185880376526.0,0.0
186080376526.0,0.0
186280376526.0,0.0
186480376526.0,0.0
186680376526.0,0.0
186880376526.0,0.0
187080376526.0,0.0
187280376526.0,0.0
187480376526.0,0.0
187680376526.0,0.0
187880376526.0,0.0
188080376526.0,0.0
188280376526.0,0.0
188480376526.0,0.0
188680376526.0,0.0
188880376526.0,0.0
189080376526.0,0.0
189280376526.0,0.0
189480376526.0,0.0
189680376526.0,0.0
189880376526.0,0.0
190080376526.0,0.0
190280376526.0,0.0
190480376526.0,0.0
190680376526.0,0.0
190880376526.0,0.0
191080376526.0,0.0
191280376526.0,0.0
191480376526.0,0.0
191680376526.0,0.0
191880376526.0,0.0
192080376526.0,0.0
192280376526.0,0.0
192480376526.0,0.0
192680376526.0,0.0
192880376526.0,0.0
193080376526.0,0.0
193280376526.0,0.0
193480376526.0,0.0
